Author,Title,Subtitle,ISBN 1,Publisher,TS,Pages,Language,Annotations,Illustrator,Translator,Original Title,Original language,Date of publishing
"Vá?ová, Tamara - Procházka, Ji?í",Adaptivní test Compact,,9788021057425,Masarykova univerzita,2,99,?esk?,"Publikace se zab?vá vznikem a vyu?itím adaptivního testu z angli?tiny, kter? vznikl jako jeden z v?stup? projektu Compact. V úvodní kapitole je popsána historie a základní principy po?íta?ového adaptivního testování. Popisuje tvorbu polo?kové banky, mo?nosti za?átku a ukon?ení testu, v?b?r vhodné polo?ky v pr?b?hu testování. Také se zab?vá matematick?mi modely vhodn?mi k popisu vlastností polo?ek. V dal?ích kapitolách se pojednává o tvorb? konkrétního adaptivního testu Compact, kter? ve své definitivní podob? m??í úrove? obecné angli?tiny podle Spole?ného evropského rámce pro jazyky, ale lze ho dále rozpracovat nejen jako nástroj m??ení úrovn? specializované slovní zásoby pro jednotlivá odd?lení Centra jazykového vzd?lávání MU, ale i o dal?í jazykové mutace.",,,,,2013
"Harford, Tim",Adaptujte se,Pro? úsp?chu v?dy p?edcházejí nezdary,9788073635381,Doko?án s.r.o.,2,364,?esk?,"Co je lep?í - dokonal? plán, nebo metoda pokusu a omylu? Vy?adují velké politické a ekonomické v?zvy, jako jsou války nebo ekologické katastrofy, v?dce s kolosální vizí a experty se správnou strategií ?i zcela jinou kategorii lidí, jejich? síla spo?ívá ve flexibilit? a ochot? pou?it se z chyb? Ekonom a noviná? Tim Harford tvrdí, ?e nejlep?í cestou k ?e?ení problém? v dne?ním nekone?n? slo?itém a nep?edvídatelném sv?t? je práv? cesta pokusu a omylu. A? se jedná o boje s muslimsk?mi fanatiky v ulicích iráck?ch m?st nebo o v?buch ropné plo?iny, nejlep?í je pr?b??n? se adaptovat na neustále se m?nící podmínky - tedy nikoli plánovat, ale improvizovat, pracovat v terénu a postupovat rad?ji po mal?ch kr??cích ne? se pokou?et o obrovské skoky vp?ed, které tém?? v?dy kon?í neúsp?chem a ?asto p?ímo katastrofou.",,"Viták, Václav",Why Success Always Starts with Failure,anglick?,2010
"K?ajtová-Faitlová, Natalie",Adéla hledá ideál,U?ite?n? p?íb?h pro ?eny plné iluzí,9788086713700,Krásná paní s. r. o.,13,184,?esk?,"Natalie K?ajtová-Faitlová je ?perka?kou a jednou z nejpopulárn?j?ích ?eskoslovensk?ch modelek ?edesát?ch a sedmdesát?ch let. Hrdinka románu Natalie K?ajtové-Faitlové Adéla je rozesmátá, pomáhající a ob?tavá ?ena, která se nechce nechat vyu?ívat, balamutit a obelhávat. Nepot?ebuje vládnout mu??m a pohrávat si s nimi jako s hra?kou, pot?ebuje ryzí odevzdan? a pravdiv?, nevylhan?, v?el? vztah a byla by ??astná, kdyby se mohla pro svého mu?e rozdat, dokonce by uvítala, kdyby se mu mohla pod?ídit – nebude se ale pod?izovat blbovi, kter? ji chce zneu?ít. Proti tomu se bou?í.",,,,,2012
"Sandersonová, Caroline",Adele,,9788020427526,"Mladá fronta, a.s.",13,224,?esk?,"Britská zp?va?ka a skladatelka Adele, dr?itelka n?kolika cen Grammy a Ceny kritik? BRIT Awards, se okam?it? po vydání první desky 19 v roce 2008 dostala na první místa hitparád. Fanou?ky i hudební kritiky po celém sv?t? uchvátil její hlubok? hlas a soulov? projev, v n?m? se, navzdory jejímu v?ku, odrá?ejí její vnit?ní emoce. Hity jako Chasing Pavements, Rolling in the Deep nebo Someone Like You se dostaly nejen na první místa hitparád v mnoha zemích, ale p?edev?ím do u?í a srdcí tisíc? fanou?k?, které si Adele získala sv?m nezam?niteln?m hlasem a bezprost?edností. Tento ?ivotopis nabízí pohled na místa jejího d?tství a dospívání, zvraty v pracovním a osobním ?ivot?, které formovaly její projev a ur?ovaly sm?r jejího úsp?chu.",,"Vander Sloot, Petra",Someone Like... Adele,anglick?,2013
"Calwen, Thea",Adélka a Jakub,V zemi víl a sk?ítk?,9788074533877,Nová Forma s.r.o.,14,65,?esk?,"Adélka se sv?m nejlep?ím kamarádem Jakubem pro?ívají nejr?zn?j?í dobrodru?ství, která je dovedou a? do sv?ta víl a sk?ítk?. Tí se Adélce poda?í op?t najít svoji maminku, která se p?ed lety ztratila. Doká?e Adélka u?init zázrak a vrátí se její maminka dom??",,,,,2014
"B?ezinová, Ivona",Adélka a Zlobid?lko,,9788000035130,Albatros,14,64,?esk?,"Zlobid?lko! Kdopak to asi je? U? podle jména jist? p?kn? nezbeda a neposeda. A taky ?e ano! Od chvíle, kdy jej Adélka s jezev?íkem Ka?tanem na?la v parku, jsou s ním jedin? trampoty. Komu se toti? hadrov? paná?ek Zlobid?lko dostane do ruky, ten za?ne okam?it? zlobit. A? jsou to Adél?ini spolu?áci, maminka a tatínek, nebo pan ?kolník, paní u?itelka, pan ?editel, ?i dokonce Ka?tan a lev v cirkuse. Prost? v?ichni, kter?m se Zlobid?lko p?iplete do cesty. A nejvíc ro??a?í Adélka. Jak jen tohle dopadne?","Franzová, Olga",,,,2010
"Da?ická, Jana Ewer",Adepti bílé smrti,,9788073997359,Tribun EU,13,164,?esk?,Adepti bílé smrti.,,,,,2013
"Jenett, Wolfdieter",ADHD - 100 tip? pro rodi?e a u?itele,,9788026601586,CPress,2,192,?esk?,"Se sv?mi více ne? dvacetilet?mi zku?enostmi v oblasti d?tské psychoterapie Wolfdieter Jenett upou?tí od nezá?ivného v?deckého vysv?tlování a místo toho nabízí praktické tipy pro v?ední den, které pokr?vají celé spektrum rodinného ?ivota: od stresov?ch situací jako je ranní vstávání nebo ve?erní usínání, p?es pou?ívání televize a po?íta??, a? k problém?m ve ?kole jako je psaní, ?tení, po?ítání a vypracování domácích úkol?. ?ádné abstraktní reflexe, ale lehce a rychle pochopitelné, praktické a konkrétní tipy",,,,n?meck?,2009
"Goetz, Michal - Uhlíková, Petra",ADHD - Porucha pozornosti s hyperaktivitou,P?íru?ka pro starostlivé rodi?e a zodpov?dné u?itele,9788072626304,Galén,8,160,?esk?,"ADHD je anglická zkratka názvu attention deficit hyperactivity disorder neboli porucha s deficitem pozornosti a hyperaktivitou. Ozna?uje onemocn?ní zp?sobující obtí?né soust?ed?ní, nep?im??en? zv??enou aktivitu a impulzivitu dít?te. Tato p?íru?ka shrnuje v?echny základní moderní poznatky o poru?e pozornosti s hyperaktivitou, jinak té? hyperkinetické poru?e. Najdete zde popis r?zn?ch oblastí této nemoci, od jejích p?í?in a? po mo?nosti lé?by, a také jsou zde na pravou míru uvedeny n?které polopravdy a m?ty. Auto?i knihu p?ipravili ve spolupráci s u?iteli, psychology a zejména rodi?i a pacienty s ADHD. Jejich spole?n?m p?áním je, aby vám kniha pomohla získat co nejvíce nov?ch, u?ite?n?ch a informací, které budete pot?ebovat v p?ípad?, ?e by se onemocn?ní ADHD prokázalo i u va?eho dít?te.","Fa?ianoková Rakou?ová, Ivana",,,,2014
"Kubelka, Susanna","Adieu, Vídni – Bonjour, Pa?í?i",,9788024923970,Euromedia Group k.s.,13,320,?esk?,"Víde? a Pa?í?. Dv? m?sta, v nich? radost ze ?ivota, pohoda a láska visí ve vzduchu.  Studentka Kitty Valentinová  jde za hlasem svého srdce a bezhlav? se vrhá do osudového dobrodru?ství. Clifford je mu? jejích sn?, má v?ak jednu vadu – je ?enat?. Sv?taznal? Ameri?an Kitty bou?liv? dob?vá a klade jí sv?t k nohám.    Na jejich idylku ale za?ne brzy vrhat stín alkohol, hn?v a závist. Kitty musí sebrat v?echnu odvahu, optimismus a nadání, aby se ze závislosti na tomto vá?nivém vztahu dokázala osvobodit.",,"Chaloupková, Jana",Adieu Wien – Bonjour Paris,n?meck?,2011
"Millerová, Geri",Adiktologické poradenství,,9788072627653,Galén,8,461,?esk?,"Publikace vznikla v reakci na pot?ebu souhrnného zpracování klinick?ch, teoretick?ch a v?zkumn?ch aktivit v oblasti adiktologického poradenství z hlediska odborníka z praxe. Slou?í jako referen?ní materiál, kter? mohou vyu?ít jednak studenti bakalá?sk?ch, magistersk?ch a postgraduálních program?, kte?í se p?ipravují na práci v r?zn?ch typech slu?eb ur?en?ch osobám závisl?m na návykov?ch látkách, a jednak klini?tí pracovníci, pro n?? je oblast adiktologického poradenství nová nebo kte?í by rádi p?ehodnotili aktuální stav jeho v?voje.",,"Bare?, Ji?í",Learning the language of addiction counseling,anglick?,2007
"?ehan, Vladimír",Adiktologie 1,,9788024417455,Univerzita Palackého v Olomouci,17,132,,Studijní texty pro distan?ní vzd?lávání - obor psychologie. Neprodejné,,,,,2008
"Unger, G. F.","Adios, hombre!",,9788024334448,"Moravská Bastei MOBA, s.r.o.",13,64,?esk?,"Zlod?ji koní ukradnou dv?ma mu??m stádo. Jednoho z lovc? p?itom zabijí, druhého nechají bez vody, beze zbran? a bez kon? uprost?ed naprosté pustiny...",,"Sychra, Pavel",,n?meck?,2013
"Lyons, Pat",Adjectives of Democracy,Citizenship and Political Attitudes under Socialist and Liberal Democracy in the Czech Republic,9788074191442,Sociologické nakladatelství (SLON),2,471,anglick?,"The central empirical puzzle addressed in this book is why are Czech citizens’ attitudes towards key facets of democracy so similar under socialist democracy in 1968 and liberal democracy in 2008? Examining unique survey datasets from the late 1960s and 2008 this book reveals that Czech and Slovak citizens’ political attitudes can justifiably be characterised in terms of stability. This stability may be understood as a general feature of citizens’ relationship with democratic values and their implementation in regimes that adopt competing adjectives.  The author argues that there is a continuity between the communist and post-communist periods and that the fall of communism only makes sense if citizens had democratic attitudes in 1989 and 1990. During the transition process of the 1990s, citizens in the Czech Republic learned about the operation of democratic institutions and mechanisms, rather than core democratic principles such as pluralism, citizen activism, voicing opinions and toleration. The central reason, why citizens understood and accepted such values is that the same reservoir of principles underpins different forms of democracy regardless of adjectives such as socialist or liberal.",,,,,2009
"Macák, Petr",Administrace databázového systému Oracle,,9788024514413,"Vysoká ?kola ekonomická v Praze, Nakladatelství Oeconomica",17,198,?esk?,Studijní materiál popisuje administraci databázového systému  od nejzákladn?j?ích pojm? po pokro?ilej?í témata a p?edstavuje ucelené v?domostní penzum pot?ebné pro základní databáze v prost?edí ORACLE.  Ur?eno pro in?en?rské studium na V?E (p?edm?t 4IT340 - Základy administrace databázového systému Oracle).,,,,,2013
"Zazvonil, Zbyn?k",Administrativní ceny nemovitostí,,9788087865033,"Ekopress, s.r.o.",1,200,?esk?,"Kniha se zab?vá p?edev?ím administrativním oce?ování podle platn?ch cenov?ch p?edpis? v období let 1964 a? 2013, tedy v ?irokém záb?ru tém?? 50 let. Nejde v?ak o pouh? text oce?ovacích vyhlá?ek a v??et n?kter?ch jejich hlavních pojm?. Tyto pojmy se sna?í nejen vysv?tlit, ale i zasadit do kontextu doby. Obsah této knihy p?edpokládá alespo? ?áste?né základní znalosti z problematiky oce?ování nemovitostí, soust?e?uje se p?edev?ím na oz?ejm?ní t?ch ?ástí cenov?ch p?edpis?, které ?asto mohly b?t potenciálním zdrojem nejr?zn?j?ích chyb.",,,,,2007
"Plzák, Miroslav",Admirálové z Kozí ulice,,9788072463855,Motto,13,208,,"V humoristické novele Admirálové z Kozí ulice vám autor doká?e, ?e v ka?dém mu?i stále z?stává kousek malého kluka, kter? si chce hrát.",,,,,2009
,Adobe Dreamweaver CS4,,9788025123416,"Computer Press, a. s.",5,304,,"Oficiální p?íru?ky z populární edice Classroom in a book (v ?e?tin? Oficiální v?ukov? kurz) poskytují nejrychl?j?í a nejprakti?t?j?í zp?sob, jak se nau?it pracovat s produkty Adobe. S knihou se ve 12 lekcích nau?íte nejen základy práce s programem Adobe Dreamweaver CS3, ale kniha vám poskytne také cenné tipy a techniky pro efektivn?j?í práci. Materiály k lekcím pln? lokalizované do ?e?tiny jsou dostupné na CD.",,,,,2013
,Adobe DreamWeaver CS6: Oficiální v?ukov? kurz,Adobe Creative Team,9788025137352,"Computer Press, a. s.",5,456,?esk?,"Vyzkou?ejte si, jak je snadné v nejnov?j?í verzi Dreamweaveru vytvá?et kompletní webová ?e?ení. Kniha obsahuje 14 v?ukov?ch lekcí, v nich? se sami krok za krokem nau?íte v?e od práce s texty, obrázky a odkazy a? po tvorbu navigace a dynamického interaktivního obsahu. Na pracovních souborech si vyzkou?íte praktické vyu?ití nov?ch funkcí programu i vlastností HTML5 a CSS3.",,,,,2009
,Adobe Flash CS4 Professional,Oficiální v?ukov? kurz,9788025123348,"Computer Press, a. s.",5,392,?esk?,"Chcete se nau?it ovládat Flash, vytvá?et profesionáln? vypadající animace a videa a ovládnout nové funkce verze CS4? V?ukov? kurz p?ímo od tv?rc? softwaru v Adobe Systems vás snadno nau?í v?emu podstatnému. Krok za krokem se budete v?novat konkrétním projekt?m, a to s pou?itím p?edp?ipraven?ch materiál?, které budou inspirací pro va?i vlastní práci. P?ilo?ené CD obsahuje mj. podklady ke v?em lekcím.",,,,,2013
,Adobe Flash CS6: Oficiální v?ukov? kurz,Adobe Creative Team,9788025138021,"Computer Press, a. s.",5,400,?esk?,"Nau?te se tvo?it animace a interaktivní obsah pro webové, mobilní i desktopové aplikace. Vyzkou?ejte si ru?ní kreslení animací, speciální efekty, tvorbu interaktivních ovládacích prvk? nebo vyu?ití Action Scriptu 3.0. Jednotlivé lekce vás seznámí se základními i pokro?il?mi nástroji a na p?ipraven?ch pracovních souborech si rovnou vyzkou?íte jejich praktické vyu?ití.",,,,,2011
"Bernard, Borek",Adobe Flex,Kompletní pr?vodce tvorbou interaktivních aplikací,9788025127650,"Computer Press, a. s.",5,400,?esk?,"Kniha ?eského ?kolitele Flexu je kompletním pr?vodcem se v?emi pot?ebn?mi informacemi, technikami a postupy. V?klad probíhá formou postupné v?uky od úpln?ch základ? a? po slo?it?j?í projekty. Autor nevynechává ?ádnou d?le?itou informaci, techniku ?i postup, ale nezabíhá do zbyte?n?ch detail?. V?uku doprovází velké mno?ství ukázek praktického vyu?ití kódu v konkrétních projektech a tipy z praxe.",,,,,2013
,Adobe Illustrator CS6: Oficiální v?ukov? kurz,Adobe Creative Team,9788025137925,"Computer Press, a. s.",5,488,?esk?,"Chcete co nejrychleji ovládnout novou verzi Illustratoru? Pak zvolte knihu, která je garantována tv?rci tohoto programu. Nau?íte se kreslit pomocí vylep?en?ch nástroj?, poznáte efektivitu ?ivé vektorizace a zvládnete typografickou úpravu text?. Kniha vás pomocí mno?ství postup? a cvi?ení na p?ilo?eném CD zasv?tí do taj? tvorby profesionální grafiky pro web i tisk.",,,,,2013
,Adobe InDesign CS6: Oficiální v?ukov? kurz,Adobe Creative Team,9788025138038,"Computer Press, a. s.",5,432,?esk?,"Vyzkou?ejte si, jak snadné je vytvá?et vlastní dokumenty, pracovat s typografick?mi efekty, inteligentním formátováním a dal?ími nástroji nejnov?j?í verze InDesignu. Získejte díky p?ipraven?m grafick?m projekt?m solidní základy pro tvorbu tiskovin od jednobarevn?ch leták? a? po tisícistránkové elektronické knihy. P?ilo?ené CD obsahuje zdrojové soubory ke v?em lekcím.",,,,,2008
,Adobe Photoshop,Základní dovednosti,9788025117323,"Computer Press, a. s.",5,576,?esk?,"Základní dovednosti práce s fotkami a grafikou ve Photoshopu se staly b??nou sou?ástí v?bavy domácího u?ivatele tohoto grafického editoru. Nau?te se i vy vyu?ívat Photoshop, jako to umí profesionálové. Zjistíte, ?e to v?bec není t??ké.  ?ada Adobe Photoshop Základní dovednosti shrnuje v?echny základy v p?ti u?ebnicích, p?i?em? ka?d? díl se zam??uje na konkrétní techniky úprav a vylep?ování fotografií. S knihou se tak nau?íte praktick?m postup?m, s nimi? dosáhnete vynikajících v?sledk? a uleh?íte si svou práci. P?íru?ky z této ?ady po vás nevy?adují ?ádné zvlá?tní zku?enosti s prací ve Photoshopu. P?itom není d?le?ité, kterou verzi Photoshopu vlastníte, nebo? postupy lze uplatnit nejen ve verzi nejnov?j?í, ale i ve verzích star?ích.",,,,,2008
,Adobe Photoshop CS3,Oficiální v?ukov? kurz,9788025118450,"Computer Press, a. s.",5,400,?esk?,"Chcete se rychle a kvalitn? nau?it pracovat s nejuznávan?j?ím a nejroz?í?en?j?ím programem v oblasti digitální fotografie? Oficiální v?ukov? kurz je p?íru?kou garantovanou samotn?mi tv?rci Photoshopu. Tato rozsáhlá kniha pokr?vá v?echna v?znamná témata: základní úpravy, práce s histogramem, u?ití r?zn?ch efekt?, maskování, náro?né selekce a úpravy barevnosti atd. P?ilo?ené CD obsahuje v?echny zdroje k v?ukov?m lekcím.",,,,,2008
"Kelby, Scott",Adobe Photoshop CS3 Úpravy digitálních fotografií,7bodov? systém,9788086815909,"ZONER Software, a.s.",5,276,?esk?,"Tato kniha ukazuje pou?ití Scottova tzv. sedmibodového systému úprav (7-Points System). Místo toho, abyste se pokou?eli zvládnout ve?keré nástroje Photoshopu (co? je dnes ji? tém?? nemo?né, pokud nemáte za cíl stát se photoshopov?m guru), nau?íte se 7 technik, které pou?ijete p?i úpravách naprosté v?t?iny va?ich fotografií. Postupy jsou navr?eny pro verzi Photoshop CS3 a vyu?ívají pokro?ilé vlastnosti a mo?nosti, které tato verze nabízí. Podle knihy se nau?íte pou?ívat rutinn? Camera Raw (toté? m??ete samoz?ejm? vyu?ít i p?i práci v Lightroom), budete pracovat s inteligentními (smart) objekty a filtry, poznáte v?hody prolínání vrstev a ?adu jin?ch vymo?eností Photoshopu.",,,,anglick?,2012
,Adobe Photoshop CS6: Oficiální v?ukov? kurz,Adobe Creative Team,9788025137369,"Computer Press, a. s.",5,376,?esk?,"Chcete se nau?it pracovat v nejmocn?j?ím bitmapovém editoru na trhu? Oficiální v?ukov? kurz je p?íru?kou vytvo?enou samotn?mi tv?rci Photoshopu. Tato rozsáhlá kniha pokr?vá v?echna v?znamná témata: základní úpravy fotografií, efekty, maskování, náro?né v?b?ry, pou?ití inteligentních nástroj?, barevné transformace atd. P?ilo?ené DVD obsahuje zdroje ke v?em v?ukov?m lekcím.",,,,,2008
,Adobe Photoshop Elements 6,Oficiální v?ukov? kurz,9788086815961,"ZONER Software, a.s.",5,372,?esk?,"Adobe Photoshop Elements 6 – Oficiální v?ukov? kurz je oficiální p?íru?kou vytvo?enou od spole?nosti Adobe Systems pro majitele v?ech digitálních fotoaparát? a zrcadlovek. V jedenácti lekcích se seznámíte se v?emi funkcemi programu Photoshop Elements 6, kter? je navíc poprvé v této verzi lokalizován do ?eského jazyka! Zahrnuje mnoho tip? a technik, které vám pomohou k v?t?í efektivit? p?i práci s tímto softwarem.",,,,anglick?,2009
,Adobe Photoshop Lightroom 2,Oficiální v?ukov? kurz,9788025122297,"Computer Press, a. s.",5,400,,"Oficiální v?ukov? kurz p?ímo od tv?rc? programu z Adobe Systems je ideálním materiálem pro za?ínající i zku?ené u?ivatele, kte?í cht?jí ovládnout Photoshop Lightroom bez zbyte?ného tápání. S pomocí jednotliv?ch lekcí knihy se nau?íte s Lightroomem rychle pracovat, objevíte nejnov?j?í vylep?ení verze Lightroom 2 a zjistíte, jak je nejlépe vyu?ít u sv?ch fotografií. Zdroje ke v?em v?ukov?m lekcím najdete na p?ilo?eném CD.",,,,,2003
"Macek, Petr",Adolescence,,9788071787471,"Portál, s.r.o.",2,144,?esk?,"Dospívání-adolescence v ?ir?ím smyslu - je krásn?m a d?le?it?m úsekem ?ivota. Pro dospívající a v?echny dosp?lé, kte?í se s dospívajícími setkávají, je rovn?? obdobím náro?n?m. Nedávné v?zkumy psycholog? a sociolog? vedly k p?ehodnocení ?ady tradovan?ch p?edstav. Autor vychází z nejnov?j?ích v?zkum? dospívajících v ?R a srovnává je s údaji o jejich vstevnících z jin?ch zemí. Ukazujje, co ví dnes psychologie a sociální v?dy o tom, jací jsou dne?ní dospívající chlapci a d?v?ata, co d?lají a pro?ívají. Kniha je ur?ena psycholog?m, u?itel?m a vychovatel?m, sociolog?m, sociálním pracovník?m i student?m t?chto obor?.",,,,,2010
,Adolf Born autobornografie,,9788073913632,"Nakladatelství Slovart, s.r.o.",9,392,?esk?,"Kdo by neznal Adolfa Borna, obdivovatele rakousko-uherské monarchie i tureck?ch sultán?, milovníka vína, um?ní, kejklí??, alchymist?, faun? a kentaur?, p?ítele zví?at i sb?ratele klobouk? a ?epic, jeho? vá?ní je cestování, ale p?edev?ím karikaturistu, grafika a malí?e sv?tového formátu. Jeho obrazy plné humoru, ironie, nadsázky, fantastick?ch p?edstav a p?ekvapiv?ch metafor milují d?ti i dosp?lí. Reprezentativní v?b?r dávn?ch, nov?j?ích, ale hlavn? nejnov?j?ích ukázek z Bornovy volné tvorby vás zve slovy Milo?e Macourka „do sv?ta, v n?m? je p?ítomen nejen humor, ale i nostalgie, tajemství a také kapka hr?zy, ale p?edev?ím závratn? pocit svobody, nebo? v tomto beztí?ném prostoru je mo?né v?echno, o ?em doká?ete snít“.","Born, Adolf","Dean, Adrian",,"?esk?, anglick?",2012
"Dunstan, Simon - Williams, Gerrard",Adolf Hitler,,9788025315033,Jan Eisler - FRAGMENT,13,392,?esk?,"Opravdu zem?el Adolf Hitler v Berlín? roku 1945?  Omyl! Adolf Hitler unikl a zem?el v poklidu v Argentin? a? v roce 1962. Skute?nost, nebo fikce? Vojensk? historik Simon Dunstan a noviná? Gerrard Williams rozvíjejí strhující scéná?, kter? a? dosud nebyl nikdy podrobn? prozkoumán. Po p?ti letech v?zkumu p?ekládají auto?i p?esv?d?ivé d?kazy a sv?dectví, z nich? n?která byla teprve nedávno odtajn?na z b?val?ch sov?tsk?ch a dal?ích vládních archiv?.  Konkrétní osoby, místa a data, letadla, ponorky, základny a skr??e. Dunstan a Williams sledují únikovou trasu, kterou podle nich Hitler pou?il. Odhalují i mo?nou dohodu s ?elními p?edstaviteli CIA. Út?k století, kter? je v rozporu se v?eobecn? p?ijíman?mi d?jinami, byl dokonale naplánován.",,"Du?ek, Zdík",Grey Wolf - The Escape of Adolf Hitler,anglick?,2013
"Kohoutová, Marie",Adolf Loos. Víde?sk? architekt a Plze?,Komiks 2,9788026101987,Západo?eská univerzita v Plzni,14,52,?esk?,Komiks.,,,,,2002
Jayne E. Schoolerová,Adopce,Vztah zalo?en? na slibu,9788072550661,Návrat dom?,2,220,?esk?,"Kniha ADOPCE pomáhá nalézt odpov?di na otázky, které je t?eba si polo?it p?ed zam??len?m p?ijetím dít?te do adopce ?i do p?stounské pé?e. Autorka popisuje deset rozhodujících faktor? úsp??né adoptivní (p?stounské) rodiny a povzbudí vás ve va?em rozhodnutí.",,M. ?ejková,The whole life adoption book,A. ?vecová,2004
Henry Denker,Adopce,,9788073032128,DOMINO,13,280,?esk?,"Mladá talentovaná here?ka Lori Adamsová se po dlouhém váhání rozhodla dát k adopci své novorozené dít?. Má sice harmonick? vztah s chlape?kov?m otcem, ale p?esto cítí, ?e by malému Scottovi ani spole?n?mi silami nedokázali dát to, co pot?ebuje. Christie a Bill Salemovi nedávno p?i?li o svého prvorozeného syna, a tak se rozhodnou novorozen? adoptovat. V následujících dvou letech mu poskytují ve?kerou lásku a pé?i.  V pr?b?hu on?ch dvou let se ov?em dramaticky zm?nily ?ivotní podmínky Scottov?ch biologick?ch rodi??. Lori a Brett se proto obrátili na právníky, aby jim pomohli získat chlapce zpátky. Rozpoutá se nelítostná soudní bitva, která m??e zni?it ?ivot v?em zú?astn?n?m…  ",,Lenka Lachmanová,This Child is Mine,anglick?,2008
